date,avg_temp_max_celsius,avg_temp_min_celsius,avg_temp_mean_celsius,avg_temp_range_celsius,total_precipitation_mm,avg_precipitation_mm,max_wind_speed_kmh,avg_wind_speed_kmh,rainy_city_count,hot_city_count,cold_city_count,day_of_week,is_weekend,month,season,temp_extreme_flag,temp_deviation_from_18,comfort_gap_celsius,wet_day_flag,ontario_demand_avg_mw,ontario_demand_peak_mw,ontario_demand_min_mw,ontario_demand_std_mw,market_demand_avg_mw,ontario_peak_hour,demand_range_mw,high_demand_day,demand_change_mw,demand_direction
2025-07-23,27.8,15.600000000000001,21.7,12.200000000000001,0.0,0.0,18.2,13.666666666666666,0,3,0,Wednesday,0,7,Summer,1,3.6999999999999993,3.6999999999999993,0,17731.291666666668,22095,13338,2958.963765139036,19768.125,18,8757,1,2188.0,Up
2025-07-24,32.86666666666667,19.933333333333334,26.400000000000002,12.933333333333332,10.9,3.6333333333333333,23.9,22.400000000000002,3,3,0,Thursday,0,7,Summer,1,8.400000000000002,8.400000000000002,1,19939.75,24528,14005,3769.7239346506863,22264.20833333333,19,10523,1,2433.0,Up
2025-07-25,27.666666666666668,21.066666666666666,24.366666666666664,6.599999999999999,3.6,1.2,15.5,14.0,3,3,0,Friday,0,7,Summer,1,6.366666666666664,6.366666666666664,1,20082.58333333333,23055,16410,2432.480267879512,22215.041666666668,17,6645,1,-1473.0,Down
2025-07-26,27.666666666666668,18.3,22.983333333333334,9.366666666666667,7.499999999999999,2.4999999999999996,14.8,12.700000000000001,3,3,0,Saturday,1,7,Summer,1,4.983333333333334,4.983333333333334,1,18632.541666666668,21911,14548,2689.191327925258,20094.95833333333,15,7363,1,-1144.0,Down
2025-07-27,29.933333333333334,21.2,25.566666666666663,8.733333333333333,16.8,5.6000000000000005,22.7,19.166666666666668,3,3,0,Sunday,1,7,Summer,1,7.566666666666663,7.566666666666663,1,19553.75,23347,15323,2951.6795845018864,20516.625,18,8024,1,1436.0,Up
2025-07-28,30.933333333333334,19.133333333333336,25.03333333333333,11.799999999999999,0.0,0.0,18.6,17.8,0,3,0,Monday,0,7,Summer,1,7.033333333333331,7.033333333333331,0,20808.541666666668,24211,15706,3129.1085545270703,22181.83333333333,16,8505,1,864.0,Up
2025-07-29,29.7,20.066666666666666,24.883333333333336,9.633333333333333,0.0,0.0,15.5,13.966666666666667,0,3,0,Tuesday,0,7,Summer,1,6.883333333333336,6.883333333333336,0,20724.291666666668,23607,16639,2538.712845367093,22009.375,18,6968,1,-604.0,Down
2025-07-30,28.3,20.099999999999998,24.2,8.2,3.0,1.0,19.8,18.599999999999998,3,3,0,Wednesday,0,7,Summer,1,6.199999999999999,6.199999999999999,1,19739.33333333333,23048,15913,2561.312854032456,21680.33333333333,15,7135,1,-559.0,Down
2025-07-31,23.46666666666667,17.133333333333333,20.3,6.333333333333333,8.5,2.8333333333333335,15.9,14.4,2,0,0,Thursday,0,7,Summer,0,2.3000000000000007,2.3000000000000007,1,16829.25,19080,14278,1568.474702156317,19851.58333333333,17,4802,0,-3968.0,Down
2025-08-01,23.733333333333334,15.333333333333334,19.533333333333335,8.4,0.0,0.0,16.7,15.333333333333334,0,0,0,Friday,0,8,Summer,0,1.533333333333335,1.533333333333335,0,16165.083333333334,18689,13216,1854.9152076405628,18614.791666666668,19,5473,0,-391.0,Down
